var1,var2
181.180000,0.644321
181.190000,0.242156
181.200000,0.041558
181.210000,0.007139
181.220000,0.121348
181.230000,0.431908
181.240000,0.902070
181.250000,1.338683
181.260000,1.585572
181.270000,1.650420
181.280000,1.570632
181.290000,1.307673
181.300000,0.856466
181.310000,0.376251
181.320000,0.058259
181.330000,0.064167
181.340000,0.038517
181.350000,0.154439
181.360000,0.548578
181.370000,1.030874
181.380000,1.393127
181.390000,1.552876
181.400000,1.553880
181.410000,1.400997
181.420000,1.047166
181.430000,0.554897
181.440000,0.128129
181.450000,0.100859
181.460000,0.156347
181.470000,0.066085
181.480000,0.214894
181.490000,0.670787
181.500000,1.122356
181.510000,1.395083
181.520000,1.478825
181.530000,1.417218
181.540000,1.179819
181.550000,0.746201
181.560000,0.255010
181.570000,0.092035
181.580000,0.239165
181.590000,0.234012
181.600000,0.068404
181.610000,0.299709
181.620000,0.780956
181.630000,1.166444
181.640000,1.349948
181.650000,1.368075
181.660000,1.236932
181.670000,0.908658
181.680000,0.422941
181.690000,0.025510
181.700000,0.283179
181.710000,0.359910
181.720000,0.292101
181.730000,0.040295
181.740000,0.398312
181.750000,0.861924
181.760000,1.161024
181.770000,1.265140
181.780000,1.221506
181.790000,1.009486
181.800000,0.596558
181.810000,0.098853
181.820000,0.275880
181.830000,0.448355
181.840000,0.463015
181.850000,0.323183
181.860000,0.017844
181.870000,0.494432
181.880000,0.901749
181.890000,1.110495
181.900000,1.146632
181.910000,1.036628
181.920000,0.734981
181.930000,0.260167
181.940000,0.206500
181.950000,0.492768
181.960000,0.591027
181.970000,0.544223
181.980000,0.320720
181.990000,0.098044
182.000000,0.570550
182.010000,0.896230
182.020000,1.022386
182.030000,0.996823
182.040000,0.809854
182.050000,0.420320
182.060000,0.079231
182.070000,0.479719
182.080000,0.678065
182.090000,0.712033
182.100000,0.596264
182.110000,0.282815
182.120000,0.185663
182.130000,0.612981
182.140000,0.848330
182.150000,0.903663
182.160000,0.814337
182.170000,0.540018
182.180000,0.080231
182.190000,0.400721
182.200000,0.715102
182.210000,0.835275
182.220000,0.808157
182.230000,0.611724
182.240000,0.214870
182.250000,0.263194
182.260000,0.615256
182.270000,0.765203
182.280000,0.758105
