var1,var2
182.290000,0.595752
182.300000,0.231860
182.310000,0.264794
182.320000,0.688564
182.330000,0.913155
182.340000,0.966142
182.350000,0.872686
182.360000,0.586797
182.370000,0.129658
182.380000,0.315408
182.390000,0.578479
182.400000,0.654433
182.410000,0.585484
182.420000,0.338840
182.430000,0.102138
182.440000,0.593088
182.450000,0.934667
182.460000,1.077226
182.470000,1.068676
182.480000,0.897825
182.490000,0.524460
182.500000,0.044304
182.510000,0.333469
182.520000,0.508940
182.530000,0.520968
182.540000,0.382721
182.550000,0.046231
182.560000,0.442854
182.570000,0.886937
182.580000,1.137955
182.590000,1.209913
182.600000,1.137087
182.610000,0.878302
182.620000,0.435459
182.630000,0.024687
182.640000,0.316255
182.650000,0.414409
182.660000,0.365704
182.670000,0.146752
182.680000,0.272074
182.690000,0.768498
182.700000,1.135928
182.710000,1.301409
182.720000,1.310575
182.730000,1.163674
182.740000,0.814902
182.750000,0.336186
182.760000,0.066101
182.770000,0.268696
182.780000,0.300737
182.790000,0.186050
182.800000,0.121788
182.810000,0.598840
182.820000,1.059840
182.830000,1.337245
182.840000,1.428372
182.850000,1.374655
182.860000,1.142174
182.870000,0.716269
182.880000,0.244100
182.890000,0.076297
182.900000,0.198299
182.910000,0.169872
182.920000,0.021667
182.930000,0.415520
182.940000,0.912792
182.950000,1.304294
182.960000,1.493271
182.970000,1.519612
182.980000,1.394996
182.990000,1.071485
183.000000,0.597743
183.010000,0.172695
183.020000,0.058385
183.030000,0.111501
183.040000,0.019816
183.050000,0.258634
183.060000,0.719524
183.070000,1.193697
183.080000,1.497191
183.090000,1.607931
183.100000,1.572053
183.110000,1.364825
183.120000,0.958158
183.130000,0.477365
183.140000,0.128334
183.150000,0.019137
183.160000,0.011183
183.170000,0.153485
183.180000,0.520124
183.190000,1.013647
183.200000,1.427033
183.210000,1.640073
183.220000,1.683399
183.230000,1.579479
183.240000,1.281506
183.250000,0.816205
183.260000,0.370714
183.270000,0.110138
183.280000,0.034767
183.290000,0.103988
183.300000,0.352811
183.310000,0.793861
183.320000,1.277212
183.330000,1.606212
183.340000,1.737236
183.350000,1.718245
183.360000,1.535070
183.370000,1.149585
183.380000,0.663844
183.390000,0.286966
183.400000,0.112529
183.410000,0.099674
183.420000,0.238223
183.430000,0.576022
183.440000,1.061363
183.450000,1.494068
183.460000,1.731690
183.470000,1.792172
183.480000,1.707528
183.490000,1.435043
183.500000,0.981516
183.510000,0.518447
183.520000,0.227809
183.530000,0.128952
183.540000,0.176208
183.550000,0.395625
183.560000,0.813694
183.570000,1.302086
183.580000,1.655696
183.590000,1.807871
183.600000,1.805183
183.610000,1.644808
183.620000,1.282089
183.630000,0.795284
183.640000,0.391975
183.650000,0.189294
183.660000,0.155172
183.670000,0.268521
183.680000,0.576475
183.690000,1.049488
183.700000,1.498612
183.710000,1.761231
183.720000,1.839399
183.730000,1.772861
183.740000,1.525554
183.750000,1.086941
183.760000,0.609665
183.770000,0.288924
183.780000,0.165364
183.790000,0.191089
183.800000,0.381734
183.810000,0.774289
183.820000,1.263545
183.830000,1.640542
183.840000,1.814876
183.850000,1.828314
183.860000,1.689522
183.870000,1.350804
183.880000,0.866930
183.890000,0.439254
183.900000,0.207359
183.910000,0.151416
183.920000,0.240592
183.930000,0.518304
183.940000,0.975235
183.950000,1.437597
183.960000,1.725471
183.970000,1.822191
183.980000,1.772904
183.990000,1.550270
184.000000,1.129460
184.010000,0.641787
184.020000,0.291489
184.030000,0.142091
184.040000,0.146638
184.050000,0.309494
184.060000,0.674644
184.070000,1.160659
184.080000,1.559476
184.090000,1.757061
184.100000,1.786856
184.110000,1.668551
184.120000,1.354733
184.130000,0.877809
184.140000,0.428462
184.150000,0.166768
184.160000,0.088382
184.170000,0.154466
184.180000,0.402101
184.190000,0.839679
184.200000,1.311883
184.210000,1.625049
184.220000,1.741476
184.230000,1.708941
184.240000,1.510357
184.250000,1.109936
184.260000,0.616025
184.270000,0.237346
184.280000,0.061121
184.290000,0.044743
184.300000,0.181065
184.310000,0.517573
184.320000,0.996415
184.330000,1.415142
184.340000,1.637072
184.350000,1.683859
184.360000,1.585126
184.370000,1.296800
184.380000,0.830763
184.390000,0.363031
184.400000,0.071409
184.410000,0.030080
184.420000,0.013986
184.430000,0.232213
184.440000,0.647712
184.450000,1.126213
184.460000,1.464426
184.470000,1.601946
184.480000,1.586044
184.490000,1.410829
184.500000,1.033044
184.510000,0.537298
184.520000,0.132049
184.530000,0.071780
184.540000,0.108945
184.550000,0.002288
184.560000,0.309552
184.570000,0.777552
184.580000,1.213938
184.590000,1.461227
184.600000,1.526006
184.610000,1.446168
184.620000,1.183650
184.630000,0.732260
184.640000,0.249946
184.650000,0.071232
184.660000,0.196491
184.670000,0.173428
184.680000,0.016478
184.690000,0.407757
184.700000,0.888934
184.710000,1.251616
184.720000,1.411760
184.730000,1.412756
184.740000,1.260227
184.750000,0.906955
184.760000,0.413898
184.770000,0.015480
184.780000,0.247427
184.790000,0.305365
184.800000,0.217673
184.810000,0.060331
184.820000,0.514161
184.830000,0.965634
184.840000,1.239124
184.850000,1.323210
184.860000,1.261853
184.870000,1.025215
184.880000,0.591961
184.890000,0.099293
184.900000,0.250531
184.910000,0.400200
184.920000,0.397244
184.930000,0.234244
184.940000,0.131265
184.950000,0.611498
184.960000,0.997686
184.970000,1.182037
184.980000,1.200560
184.990000,1.070085
185.000000,0.742814
185.010000,0.256966
185.020000,0.193517
185.030000,0.453785
185.040000,0.532612
185.050000,0.466903
185.060000,0.217653
185.070000,0.219081
185.080000,0.682771
185.090000,0.983039
185.100000,1.087987
185.110000,1.044983
185.120000,0.834092
185.130000,0.422108
185.140000,0.076381
185.150000,0.453390
185.160000,0.628052
185.170000,0.644474
185.180000,0.506744
185.190000,0.167973
185.200000,0.307765
185.210000,0.716073
185.220000,0.926165
185.230000,0.963171
185.240000,0.854204
185.250000,0.554024
185.260000,0.079768
185.270000,0.388273
185.280000,0.676711
185.290000,0.776678
185.300000,0.731468
185.310000,0.510037
185.320000,0.092884
185.330000,0.379900
185.340000,0.707165
185.350000,0.834685
185.360000,0.810189
185.370000,0.624742
185.380000,0.236735
185.390000,0.262864
185.400000,0.665059
185.410000,0.865199
185.420000,0.900480
185.430000,0.786274
185.440000,0.474670
185.450000,0.006840
185.460000,0.421758
185.470000,0.658961
185.480000,0.715679
185.490000,0.627792
185.500000,0.355399
185.510000,0.103139
185.520000,0.584763
185.530000,0.900838
185.540000,1.022320
185.550000,0.996288
185.560000,0.801407
185.570000,0.405856
185.580000,0.072686
185.590000,0.426732
185.600000,0.578588
185.610000,0.573020
185.620000,0.412583
185.630000,0.050779
185.640000,0.445182
185.650000,0.870050
185.660000,1.096027
185.670000,1.149891
185.680000,1.057457
185.690000,0.772971
185.700000,0.316261
185.710000,0.130344
185.720000,0.395756
185.730000,0.473617
185.740000,0.406515
185.750000,0.162229
185.760000,0.276843
185.770000,0.767750
185.780000,1.110530
185.790000,1.254014
185.800000,1.246068
185.810000,1.076248
185.820000,0.703860
185.830000,0.223044
185.840000,0.157061
185.850000,0.334963
185.860000,0.348983
185.870000,0.213027
185.880000,0.120868
185.890000,0.608550
185.900000,1.053113
185.910000,1.305119
185.920000,1.377557
185.930000,1.305245
185.940000,1.047421
185.950000,0.604795
185.960000,0.142906
185.970000,0.151433
185.980000,0.251995
185.990000,0.205524
186.000000,0.010690
186.010000,0.427018
186.020000,0.922710
186.030000,1.290851
186.040000,1.456914
186.050000,1.466258
186.060000,1.319899
186.070000,0.971786
186.080000,0.492273
186.090000,0.087381
186.100000,0.118114
186.110000,0.152579
186.120000,0.040510
186.130000,0.264306
186.140000,0.739309
186.150000,1.200191
186.160000,1.478217
186.170000,1.569493
186.180000,1.515847
186.190000,1.283916
186.200000,0.858046
186.210000,0.384006
186.220000,0.060494
186.230000,0.064365
186.240000,0.038516
186.250000,0.149982
186.260000,0.540840
186.270000,1.036744
186.280000,1.428500
186.290000,1.617775
186.300000,1.643953
186.310000,1.519454
186.320000,1.196318
186.330000,0.721702
186.340000,0.293879
186.350000,0.059516
186.360000,0.003598
186.370000,0.092404
186.380000,0.367507
186.390000,0.825796
186.400000,1.299304
186.410000,1.603104
186.420000,1.713749
186.430000,1.677588
186.440000,1.470558
186.450000,1.063794
186.460000,0.581097
186.470000,0.228718
186.480000,0.078024
186.490000,0.083123
186.500000,0.244537
186.510000,0.607802
186.520000,1.099407
186.530000,1.512643
186.540000,1.725776
186.550000,1.768699
186.560000,1.664561
186.570000,1.366739
186.580000,0.900563
186.590000,0.452246
186.600000,0.188115
186.610000,0.109645
186.620000,0.175809
186.630000,0.421076
186.640000,0.859093
186.650000,1.341307
186.660000,1.670364
186.670000,1.801152
186.680000,1.781637
186.690000,1.598390
186.700000,1.212742
186.710000,0.725173
186.720000,0.344845
186.730000,0.166922
186.740000,0.151018
186.750000,0.286207
186.760000,0.620387
186.770000,1.103369
186.780000,1.535590
186.790000,1.773189
186.800000,1.833150
186.810000,1.748063
186.820000,1.475580
186.830000,1.021263
186.840000,0.555451
186.850000,0.261115
186.860000,0.158958
186.870000,0.203073
186.880000,0.418855
186.890000,0.833597
186.900000,1.320471
186.910000,1.673971
186.920000,1.825878
186.930000,1.822554
186.940000,1.661938
186.950000,1.299068
186.960000,0.810620
186.970000,0.403906
186.980000,0.197596
186.990000,0.160326
187.000000,0.270320
187.010000,0.574555
187.020000,1.044895
187.030000,1.493284
187.040000,1.755861
187.050000,1.833516
187.060000,1.766433
187.070000,1.519069
187.080000,1.079841
187.090000,0.600041
187.100000,0.275602
187.110000,0.148650
187.120000,0.171252
187.130000,0.358312
187.140000,0.747394
187.150000,1.234860
187.160000,1.611662
187.170000,1.785811
187.180000,1.798632
187.190000,1.659544
187.200000,1.320769
187.210000,0.835550
187.220000,0.404663
187.230000,0.169125
187.240000,0.110037
187.250000,0.195975
187.260000,0.470013
187.270000,0.924093
187.280000,1.385561
187.290000,1.673465
187.300000,1.769809
187.310000,1.720004
187.320000,1.497352
187.330000,1.076188
187.340000,0.586342
187.350000,0.232495
187.360000,0.079727
187.370000,0.081268
187.380000,0.240715
187.390000,0.602396
187.400000,1.086463
187.410000,1.485083
187.420000,1.682674
187.430000,1.712004
187.440000,1.593462
187.450000,1.279766
187.460000,0.801896
187.470000,0.349678
187.480000,0.084460
187.490000,0.003033
187.500000,0.066101
187.510000,0.310246
187.520000,0.744933
187.530000,1.216173
187.540000,1.529529
187.550000,1.645836
187.560000,1.612938
187.570000,1.414470
187.580000,1.014037
187.590000,0.518425
187.600000,0.136486
187.610000,0.042973
187.620000,0.062147
187.630000,0.071058
187.640000,0.404243
187.650000,0.881093
187.660000,1.299695
187.670000,1.521918
187.680000,1.568515
187.690000,1.469716
187.700000,1.181769
187.710000,0.715273
187.720000,0.245141
187.730000,0.049759
187.740000,0.154092
187.750000,0.112726
187.760000,0.102319
187.770000,0.515018
187.780000,0.992571
187.790000,1.331206
187.800000,1.468966
187.810000,1.452972
187.820000,1.278095
187.830000,0.900708
187.840000,0.403834
187.850000,0.004253
187.860000,0.211077
187.870000,0.250748
187.880000,0.142242
187.890000,0.161971
187.900000,0.628040
187.910000,1.064438
187.920000,1.312384
187.930000,1.377355
187.940000,1.297721
187.950000,1.035903
187.960000,0.584608
187.970000,0.100479
187.980000,0.223615
187.990000,0.351441
188.000000,0.330689
188.010000,0.143553
188.020000,0.245133
188.030000,0.725454
188.040000,1.088840
188.050000,1.249667
188.060000,1.250942
188.070000,1.099051
188.080000,0.746632
188.090000,0.253098
188.100000,0.178585
188.110000,0.413199
188.120000,0.473291
188.130000,0.387865
188.140000,0.112533
188.150000,0.339522
188.160000,0.791189
188.170000,1.065750
188.180000,1.150493
188.190000,1.089694
188.200000,0.854127
188.210000,0.421563
188.220000,0.072251
188.230000,0.424531
188.240000,0.576427
188.250000,0.575345
188.260000,0.414627
188.270000,0.051405
188.280000,0.428120
188.290000,0.815325
188.300000,1.000856
188.310000,1.020106
188.320000,0.890624
188.330000,0.564688
188.340000,0.079058
